order_no,order_date,ship_date,ship_delay_days,customer_name,address,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,order_quantity,cost_price,retail_price,discount_pct,shipping_cost,sub_total,discount_amount,order_total,total,cogs,gross_profit,profit_after_shipping,sub_total_raw,discount_amount_raw,order_total_raw,total_raw,order_year,order_month,order_quarter,q_ship_before_order,q_discount_pct_bad,q_sub_total_mismatch,q_discount_amount_mismatch,q_order_total_mismatch,q_total_mismatch,q_profit_margin_mismatch
5095-1,2013-05-20,2013-05-21,1,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,8,5.5,12.22,7.0,2.85,97.76,6.843200000000001,90.91680000000001,93.7668,44.0,46.91680000000001,44.06680000000001,427.7,0.0,427.7,430.55,2013,5,2,False,False,True,True,True,True,False
5095-1,2013-05-20,2013-05-21,1,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,8,5.5,12.22,3.0,2.85,97.76,2.9328,94.8272,97.6772,44.0,50.827200000000005,47.9772,427.7,0.0,427.7,430.55,2013,5,2,False,False,True,True,True,True,False
5095-1,2013-05-20,2013-05-21,1,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,35,5.5,12.22,6.0,2.85,427.70000000000005,25.662000000000003,402.03800000000007,404.8880000000001,192.5,209.53800000000007,206.68800000000007,427.7,0.0,427.7,430.55,2013,5,2,False,False,False,True,True,True,False
5097-1,2013-05-20,2013-05-22,2,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,19,13.64,20.98,10.0,1.49,398.62,39.862,358.758,360.248,259.16,99.59799999999996,98.10799999999996,986.06,98.61,887.45,888.94,2013,5,2,False,False,True,True,True,True,False
5099-1,2014-05-17,2014-05-18,1,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,TychSavi Access Keyboard,Office Supplies,Small Box,Regular Air,31,10.07,15.98,7.0,4.0,495.38,34.6766,460.7034,464.7034,312.17,148.53339999999997,144.53339999999997,259.6,10.38,249.22,252.36,2014,5,2,False,False,True,True,True,True,False
5100-1,2013-05-19,2013-05-20,1,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,High,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,40,11.11,19.84,3.0,4.1,793.6,23.808,769.792,773.892,444.4,325.39200000000005,321.29200000000003,524.75,26.24,488.51,435.33,2013,5,2,False,False,True,True,True,True,False
5101-1,2013-08-30,2013-09-01,2,Nancy Lomonaco,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,50,16.85,27.18,8.0,8.23,1359.0,108.72,1250.28,1258.51,842.5000000000001,407.77999999999986,399.54999999999984,460.67,16.52,437.15,456.43,2013,8,3,False,False,True,True,True,True,False
5101-1,2013-05-22,2013-05-23,1,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,9,4.59,7.28,9.0,11.15,65.52,5.8968,59.6232,70.7732,41.31,18.313199999999995,7.1631999999999945,14.56,1.16,13.4,24.55,2013,5,2,False,False,True,True,True,True,False
5103-1,2013-03-30,2013-03-31,1,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,38,2.59,3.98,7.0,2.97,151.24,10.586800000000002,140.6532,143.6232,98.41999999999999,42.23320000000001,39.26320000000001,29.97,0.2,28.39,34.27,2013,3,1,False,False,True,True,True,True,False
5104-1,2015-01-22,2015-01-24,2,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,Alto Keyboard-In-A-Box,Office Supplies,Wrap Bag,Regular Air,17,6.4,29.1,9.0,4.0,494.70000000000005,44.523,450.177,454.177,108.80000000000001,341.377,337.377,899.1,53.95,955.7,954.7,2015,1,1,False,False,True,True,True,True,False
5104-1,2014-11-16,2014-11-20,4,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Alto Keyboard-In-A-Box,Office Supplies,Wrap Bag,Regular Air,45,6.4,29.1,8.0,4.0,1309.5,104.76,1204.74,1208.74,288.0,916.74,912.74,950.9,18.72,950.7,954.7,2014,11,4,False,False,True,True,True,True,False
5105-1,2016-12-08,2016-12-10,2,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,24,178.83,415.88,3.0,11.37,9981.119999999999,299.43359999999996,9681.686399999999,9693.0564,4291.92,5389.766399999999,5378.396399999999,1632.3,40.67,1650.48,1365.13,2016,12,4,False,False,True,True,True,True,False
5105-1,2013-10-05,2013-10-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Printable Repositionable Plastic Tabs,Technology,Jumbo Drum,Delivery Truck,18,5.33,8.6,9.0,6.19,154.79999999999998,13.931999999999999,140.868,147.058,95.94,44.928,38.738,242.16,26.25,245.78,233.77,2013,10,4,False,False,True,True,True,True,False
5105-1,2013-05-09,2013-05-11,2,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan 474 Labels,Technology,Small Box,Regular Air,37,1.84,2.88,10.0,0.99,106.56,10.656,95.904,96.89399999999999,68.08,27.823999999999998,26.834,55.2,2.52,52.22,57.22,2013,5,2,False,False,True,True,True,True,False
5106-1,2013-05-26,2013-05-26,0,Denny Ordway,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan Printable Repositionable Plastic Tabs,Technology,Small Box,Regular Air,48,5.33,8.6,4.0,6.19,412.79999999999995,16.511999999999997,396.28799999999995,402.47799999999995,255.84,140.44799999999995,134.25799999999995,264.6,18.52,246.08,246.58,2013,5,2,False,False,True,True,True,True,False
5106-1,2014-09-04,2014-09-03,-1,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,High,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,29,42.11,80.98,3.0,7.18,2348.42,70.4526,2277.9674,2285.1474,1221.19,1056.7774,1049.5973999999999,11447.56,1123.97,11146.33,11183.15,2014,9,3,True,False,True,True,True,True,False
5107-1,2013-07-29,2013-07-30,1,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,42,5.33,8.6,10.0,6.19,361.2,36.12,325.08,331.27,223.86,101.21999999999997,95.02999999999997,749.44,41.95,857.47,879.24,2013,7,3,False,False,True,True,True,True,False
5108-1,2014-06-29,2014-06-30,1,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,1,1.05,1.95,0.0,1.63,1.95,0.0,1.95,3.58,1.05,0.8999999999999999,-0.73,59.64,0.6,59.04,64.48,2014,6,2,False,False,True,True,True,True,False
5108-1,2014-10-17,2014-10-19,2,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,49,1.76,3.38,8.0,0.85,165.62,13.249600000000001,152.37040000000002,153.2204,86.24,66.13040000000002,65.28040000000003,40.0,2.42,39.29,43.39,2014,10,4,False,False,True,True,True,True,False
5108-1,2013-03-16,2013-03-20,4,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,23,3.47,6.68,2.0,1.5,153.64,3.0728,150.56719999999999,152.06719999999999,79.81,70.75719999999998,69.25719999999998,136.04,9.26,127.88,129.57,2013,3,1,False,False,True,True,True,True,False
5109-1,2013-03-27,2013-03-27,0,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Pack,Regular Air,28,2.13,3.49,3.0,0.76,97.72,2.9316,94.7884,95.5484,59.64,35.148399999999995,34.3884,136.04,8.16,127.88,129.51,2013,3,1,False,False,True,True,True,True,False
5109-1,2014-02-15,2014-02-16,1,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,8,1.84,2.88,1.0,0.99,23.04,0.2304,22.8096,23.799599999999998,14.72,8.089599999999999,7.099599999999999,30.82,1.54,28.29,23.47,2014,2,1,False,False,True,True,True,False,False
5109-1,2013-02-15,2013-02-16,1,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,45,1.87,8.12,8.0,2.83,365.4,29.232,336.168,338.998,84.15,252.018,249.188,53.98,0.33,53.52,59.21,2013,2,1,False,False,True,True,True,True,False
5109-2,2013-05-28,2013-06-01,4,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,1,2.16,3.85,0.0,0.7,3.85,0.0,3.85,4.55,2.16,1.69,0.99,136.04,8.16,127.88,129.51,2013,5,2,False,False,True,True,True,True,False
5112-1,2013-07-20,2013-07-22,2,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Xit Blank Computer Paper,Technology,Small Box,Regular Air,35,12.39,19.98,5.0,5.77,699.3000000000001,34.965,664.335,670.105,433.65000000000003,230.685,224.915,259.74,23.97,233.77,239.54,2013,7,3,False,False,True,True,True,True,False
5112-1,2013-05-29,2013-05-29,0,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Critical,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Express Air,2,12.39,19.98,3.0,5.77,39.96,1.1988,38.7612,44.5312,24.78,13.981200000000001,8.211200000000002,259.74,25.97,233.77,239.54,2013,5,2,False,False,True,True,True,True,False
5113-1,2014-09-28,2014-09-29,1,Giulietta Baptist,"Macquarie Centre Cnr Herring Road,Moore Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,39,67.73,165.2,7.0,19.99,6442.799999999999,450.996,5991.803999999999,6011.793999999999,2641.4700000000003,3350.333999999999,3330.343999999999,1509.95,104.7,1380.45,1599.55,2014,9,3,False,False,True,True,True,True,False
5113-1,2015-08-14,2015-08-16,2,Nona Balk,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Economy Rollaway Files,Technology,Medium Box,Regular Air,45,67.73,165.2,3.0,19.99,7433.999999999999,223.01999999999995,7210.98,7230.969999999999,3047.8500000000004,4163.129999999999,4143.139999999999,403.93,14.69,388.45,488.48,2015,8,3,False,False,True,True,True,True,False
5113-1,2013-11-02,2013-11-03,1,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,31,4.19,10.23,7.0,4.68,317.13,22.1991,294.9309,299.6109,129.89000000000001,165.0409,160.3609,209.81,14.39,285.51,384.81,2013,11,4,False,False,True,True,True,True,False
5114-1,2013-11-02,2013-11-03,1,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Low,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,Regular Air,4,1.09,1.68,9.0,1.0,6.72,0.6048,6.1152,7.1152,4.36,1.7551999999999994,0.7551999999999994,34.0,1.26,33.02,39.2,2013,11,4,False,False,True,True,True,True,False
5114-1,2015-05-20,2015-05-22,2,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,UGen Ultra Eron Style Paps,Office Supplies,Small Box,Regular Air,4,1.59,2.61,5.0,0.5,10.44,0.522,9.918,10.418,6.36,3.557999999999999,3.057999999999999,3865.46,334.88,3533.63,3353.64,2015,5,2,False,False,True,True,True,True,False
5115-1,2014-09-28,2014-09-29,1,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,32,12.39,19.98,9.0,5.77,639.36,57.5424,581.8176,587.5876,396.48,185.33759999999995,179.56759999999994,447.78,4.67,421.83,417.33,2014,9,3,False,False,True,True,True,True,False
5116-1,2013-02-17,2013-02-22,5,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Critical,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Express Air,39,0.9,2.1,7.0,0.7,81.9,5.7330000000000005,76.167,76.867,35.1,41.067,40.367,36.7,1.36,35.04,36.49,2013,2,1,False,False,True,True,True,True,False
5116-1,2015-05-18,2015-05-25,7,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Low,Multimedia Mailers,Office Supplies,Small Box,Regular Air,31,99.39,162.93,0.0,19.99,5050.83,0.0,5050.83,5070.82,3081.09,1969.7399999999998,1949.7499999999998,1807.6,54.26,1608.43,1601.97,2015,5,2,False,False,True,True,True,True,False
5118-1,2013-12-08,2013-12-08,0,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Small Box,Regular Air,27,3.88,6.47,5.0,1.22,174.69,8.7345,165.9555,167.1755,104.75999999999999,61.19550000000001,59.97550000000001,40.0,4.0,36.0,37.29,2013,12,4,False,False,True,True,True,True,False
5118-1,2014-12-22,2014-12-23,1,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,32,1.57,3.28,10.0,0.98,104.96,10.496,94.464,95.444,50.24,44.224,43.244,86.88,8.69,78.19,79.75,2014,12,4,False,False,True,True,True,True,False
5118-1,2014-12-22,2014-12-23,1,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,32,2.25,3.69,5.0,2.5,118.08,5.904,112.176,114.676,72.0,40.176,37.676,86.88,8.69,78.19,79.75,2014,12,4,False,False,True,True,True,True,False
5119-1,2013-11-18,2013-11-20,2,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Medium,Economy Binders,Technology,Small Box,Regular Air,32,1.33,2.08,1.0,1.49,66.56,0.6656000000000001,65.8944,67.3844,42.56,23.334400000000002,21.844400000000004,67.12,6.13,68.19,64.58,2013,11,4,False,False,False,True,True,True,False
5119-1,2015-02-23,2015-02-26,3,Brid Thompson,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Express Air,12,1.3,2.88,2.0,1.01,34.56,0.6912,33.8688,34.8788,15.600000000000001,18.2688,17.258799999999997,142.34,14.63,136.65,127.87,2015,2,1,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Medium,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,48,36.02,58.1,7.0,1.49,2788.8,195.21600000000004,2593.5840000000003,2595.074,1728.96,864.6240000000003,863.1340000000002,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,27,36.02,58.1,7.0,1.49,1568.7,109.80900000000001,1458.891,1460.381,972.5400000000001,486.351,484.861,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-05,0,Deborah Brumfield,"644 George St,Sydney",Sydney,NSW,Small Business,Radhya Staples,Medium,Artisan Arch Ring Binders,Technology,Small Box,Regular Air,37,36.02,58.1,1.0,1.49,2149.7000000000003,21.497000000000003,2128.2030000000004,2129.693,1332.74,795.4630000000004,793.9730000000004,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,40,36.02,58.1,4.0,1.49,2324.0,92.96000000000001,2231.04,2232.5299999999997,1440.8000000000002,790.2399999999998,788.7499999999998,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Express Air,12,36.02,58.1,5.0,1.49,697.2,34.86000000000001,662.34,663.83,432.24,230.10000000000002,228.61,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"3A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Medium,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,19,36.02,58.1,0.0,1.49,1103.9,0.0,1103.9,1105.39,684.3800000000001,419.52,418.03,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,35,36.02,58.1,3.0,1.49,2033.5,61.004999999999995,1972.495,1973.985,1260.7,711.7949999999998,710.3049999999998,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Express Air,22,36.02,58.1,10.0,1.49,1278.2,127.82000000000001,1150.38,1151.8700000000001,792.44,357.94000000000005,356.45000000000005,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 48 Labels,Office Supplies,Small Box,Express Air,19,3.84,6.3,0.0,0.5,119.7,0.0,119.7,120.2,72.96,46.74000000000001,46.24000000000001,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Critical,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,32,36.02,58.1,6.0,1.49,1859.2,111.55199999999999,1747.6480000000001,1749.1380000000001,1152.64,595.008,593.518,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,31,36.02,58.1,8.0,1.49,1801.1000000000001,144.08800000000002,1657.0120000000002,1658.5020000000002,1116.6200000000001,540.392,538.902,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Sill Knudson,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,21,13.88,22.38,0.0,15.1,469.97999999999996,0.0,469.97999999999996,485.08,291.48,178.49999999999994,163.39999999999995,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,19,36.02,58.1,10.0,1.49,1103.9,110.39000000000001,993.5100000000001,995.0000000000001,684.3800000000001,309.13,307.64,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5120-1,2013-06-05,2013-06-05,0,Jan Machine,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,44,36.02,58.1,3.0,1.49,2556.4,76.692,2479.708,2481.198,1584.88,894.828,893.338,581.0,52.29,528.71,530.2,2013,6,2,False,False,True,True,True,True,False
5121-1,2014-12-16,2014-12-18,2,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Critical,Economy Binders,Office Supplies,Small Box,Regular Air,6,1.33,2.08,3.0,1.49,12.48,0.3744,12.1056,13.595600000000001,7.98,4.1256,2.6356,85.96,5.6,76.46,78.84,2014,12,4,False,False,True,True,True,True,False
5122-1,2013-06-05,2013-06-05,0,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Critical,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,41,156.5,300.97,7.0,7.18,12339.77,863.7839000000001,11475.9861,11483.1661,6416.5,5059.4861,5052.3061,11436.86,1029.32,10407.54,10414.72,2013,6,2,False,False,True,True,True,True,False
5122-1,2013-06-05,2013-06-05,0,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,46,156.5,300.97,10.0,7.18,13844.62,1384.4620000000002,12460.158000000001,12467.338000000002,7199.0,5261.158000000001,5253.978000000001,11436.86,1029.32,10407.54,10414.72,2013,6,2,False,False,True,True,True,True,False
5122-1,2015-06-11,2015-06-12,1,Nathan Geldres,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,20,3.5,5.74,7.0,5.01,114.80000000000001,8.036000000000001,106.76400000000001,111.77400000000002,70.0,36.76400000000001,31.754000000000012,125.6,12.56,116.04,117.51,2015,6,2,False,False,True,True,True,True,False
5122-1,2013-06-05,2013-06-05,0,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,3,156.5,300.97,1.0,7.18,902.9100000000001,9.029100000000001,893.8809000000001,901.0609000000001,469.5,424.3809000000001,417.2009000000001,11436.86,1029.32,10407.54,10414.72,2013,6,2,False,False,True,True,True,True,False
5122-1,2013-06-05,2013-06-05,0,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,15,156.5,300.97,5.0,7.18,4514.55,225.72750000000002,4288.8225,4296.0025000000005,2347.5,1941.3225000000002,1934.1425000000002,11436.86,1029.32,10407.54,10414.72,2013,6,2,False,False,True,True,True,True,False
5123-1,2014-09-17,2014-09-18,1,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,31,1.94,3.08,3.0,0.99,95.48,2.8644,92.6156,93.6056,60.14,32.4756,31.4856,140.6,5.65,136.01,137.04,2014,9,3,False,False,True,True,True,True,False
5124-1,2015-07-14,2015-07-19,5,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,27,2.5,5.68,7.0,3.6,153.35999999999999,10.7352,142.6248,146.2248,67.5,75.1248,71.5248,260.24,13.03,246.51,247.74,2015,7,3,False,False,True,True,True,True,False
5124-1,2013-05-29,2013-05-29,0,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Medium,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,23,2.5,5.68,10.0,3.6,130.64,13.064,117.576,121.17599999999999,57.5,60.07599999999999,56.47599999999999,259.72,25.97,232.77,239.54,2013,5,2,False,False,True,True,True,True,False
5124-1,2013-06-11,2013-06-13,2,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,21,3.84,6.3,5.0,0.5,132.29999999999998,6.614999999999999,125.68499999999999,126.18499999999999,80.64,45.04499999999999,44.54499999999999,23.82,1.63,22.65,22.03,2013,6,2,False,False,True,True,True,True,False
5124-1,2014-12-09,2014-12-11,2,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Box,Regular Air,43,54.29,90.48,4.0,19.99,3890.6400000000003,155.62560000000002,3735.0144000000005,3755.0044000000003,2334.47,1400.5444000000007,1380.5544000000007,9407.54,39.51,5785.83,4273.24,2014,12,4,False,False,True,True,True,True,False
5124-1,2013-06-06,2013-06-08,2,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Home Office,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,23,3.42,8.34,9.0,2.64,191.82,17.2638,174.5562,177.19619999999998,78.66,95.8962,93.25619999999999,250.2,5.0,245.2,247.84,2013,6,2,False,False,True,True,True,True,False
5124-1,2013-06-11,2013-06-13,2,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,48,19.83,30.98,4.0,19.51,1487.04,59.4816,1427.5584,1447.0683999999999,951.8399999999999,475.7184,456.2084,1518.02,136.62,1381.4,1400.91,2013,6,2,False,False,True,True,True,True,False
5124-1,2013-06-06,2013-06-08,2,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Not Specified,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,11,3.42,8.34,1.0,2.64,91.74,0.9174,90.8226,93.4626,37.62,53.2026,50.562599999999996,250.2,5.0,245.2,247.84,2013,6,2,False,False,True,True,True,True,False
