order_no,order_date,ship_date,customer_name,product_name,q_ship_before_order,q_discount_pct_bad,q_sub_total_mismatch,q_discount_amount_mismatch,q_order_total_mismatch,q_total_mismatch,q_profit_margin_mismatch
5430-1,2015-12-04,2015-12-03,Cari Schnelling,Assorted Color Push Pins,True,False,True,True,True,True,False
5430-1,2014-02-25,2014-02-27,Patrick Junes,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5430-1,2014-02-25,2014-02-27,Gary Hwang,Security-Tint Envelopes,False,False,True,True,True,True,False
5430-1,2014-07-04,2014-07-06,Mike Gockenbach,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5431-1,2014-08-07,2014-08-09,John Lucas,Artisan 474 Labels,False,False,True,True,True,True,False
5431-1,2014-03-02,2014-03-03,Edward Nazzal,Binder Posts,False,False,True,True,True,True,False
5431-1,2013-12-08,2013-12-08,Larry Tron,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5432-1,2014-02-28,2014-03-01,Lena Radford,12 Colored Short Pencils,False,False,True,True,True,True,False
5432-1,2014-02-28,2014-03-01,Lena Radford,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
5432-1,2014-11-19,2014-11-21,Brendan Murry,TypeRight Side-Opening Peel & Seel Expanding Envelopes,False,False,True,True,False,False,False
5432-1,2014-02-28,2014-03-01,Lena Radford,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
5433-1,2014-02-25,2014-02-27,Tracy Hobs,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5433-1,2014-02-25,2014-02-27,Gary Hwang,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
5433-1,2013-05-19,2013-05-20,Brad Thomas,Artisan 481 Labels,False,False,True,True,True,True,False
5433-1,2014-02-25,2014-02-27,Gary Hwang,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5433-1,2014-01-23,2014-01-25,Mark Van Huff,Artisan 474 Labels,False,False,True,True,True,True,False
5433-1,2014-02-25,2014-02-27,Drenn Jones,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5434-1,2013-02-23,2013-02-23,Giulietta Weimer,Alto Perma 2700 Stacking Storage Drawers,False,False,True,False,True,True,False
5434-1,2013-06-09,2013-06-09,Beth Thompson,Smiths Colored Bar Computer Paper,False,False,True,True,True,True,False
5434-1,2014-03-06,2014-03-07,Delfina Latchford,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
5434-1,2013-05-01,2013-05-02,Jack OBriant,Artisan 487 Labels,False,False,False,True,True,True,False
5435-1,2014-10-16,2014-10-18,Odella Nelson,Artisan 479 Labels,False,False,True,True,True,True,False
5435-1,2015-07-25,2015-07-27,Valerie Mitchmen,Artisan Non-Stick Binders,False,False,True,True,True,True,False
5435-1,2014-02-25,2014-02-27,Gary Hwang,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
5436-1,2014-07-04,2014-07-06,Mike Gockenbach,Smiths Standard Envelopes,False,False,True,True,True,True,False
5436-1,2014-03-11,2014-03-12,Rick Duston,Airmail Envelopes,False,False,True,True,True,True,False
5436-1,2014-01-13,2014-01-18,Ashley Jarboe,Airmail Envelopes,False,False,True,True,True,True,False
5438-1,2014-08-07,2014-08-09,John Lucas,Binder Clips by OIC,False,False,True,True,True,True,False
5438-1,2015-03-25,2015-03-27,Ed Braxton,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5438-1,2014-03-12,2014-03-13,Matt Collister,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",False,False,True,True,True,True,False
5438-1,2013-12-16,2013-12-19,Henry Goldwyn,Artisan 474 Labels,False,False,True,True,True,True,False
5438-1,2014-04-04,2014-04-05,Jesus Ocampo,Artisan 48 Labels,False,False,True,True,True,True,False
5439-1,2013-07-05,2013-07-07,Robert Barroso,Steady Major Accent Highlighters,False,False,False,True,False,False,False
5439-1,2013-07-05,2013-07-07,Berenike Kampe,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5439-1,2014-03-13,2014-03-13,Dennis Pardue,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5439-1,2014-03-13,2014-03-13,Dennis Pardue,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5439-1,2014-03-13,2014-03-13,Dennis Pardue,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5439-1,2014-01-04,2014-01-06,Saphhira Shifley,Cando S750 Color Inkjet Printer,False,False,True,True,True,True,False
5439-1,2014-03-13,2014-03-13,Dennis Pardue,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5440-1,2014-09-18,2014-09-20,Laura Armstrong,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
5440-1,2013-08-09,2013-08-16,Aaron Bergman,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
5440-1,2013-07-21,2013-07-23,Adam Shillingsburg,Smiths Colored Bar Computer Paper,False,False,True,True,True,True,False
5440-1,2013-08-10,2013-08-12,Edward Hooks,Amtisan Printable Repositionable Plastic Tabs,False,False,True,True,True,True,False
5442-1,2014-07-04,2014-07-05,Patrick ODonnell,Barrel Sharpener,False,False,True,True,True,True,False
5443-1,2013-11-18,2013-11-20,Thomas Boland,Binder Posts,False,False,True,True,True,True,False
5443-1,2014-08-28,2014-08-29,Ruben Ausman,Artisan 474 Labels,False,False,True,True,True,True,False
5443-1,2014-09-13,2014-09-21,Mitch Webber,Office Shears by Apex,False,False,True,True,True,True,False
5443-1,2013-08-03,2013-08-03,Christina Vanderzanden,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5443-1,2014-03-29,2014-03-30,Ralph Knight,Apex Forged Steel Scissors with Black Enamel Handles,False,False,True,True,True,True,False
5444-1,2015-06-25,2015-06-26,Beth Paige,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5444-1,2014-03-17,2014-03-18,Carl Ludwig,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5444-1,2014-03-13,2014-03-12,Victoria Pisteka,Alto Perma 2700 Stacking Storage Drawers,True,False,True,True,True,True,False
5444-1,2013-06-26,2013-06-27,Roy Collins,Smiths Gold Paper Clips,False,False,True,True,True,True,False
5445-1,2014-03-17,2014-03-18,Chad Cunningham,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
5445-1,2014-02-14,2014-02-16,Sandra Glassco,Artisan 48 Labels,False,False,True,True,True,True,False
5445-1,2014-06-08,2014-06-10,John Lee,1726 Digital Answering Machine,False,False,True,True,True,True,False
5445-1,2014-02-15,2014-02-20,Yana Sorensen,"OIC Colored Binder Clips, Assorted Sizes",False,False,True,True,True,True,False
5445-1,2013-06-05,2013-06-05,Deborah Brumfield,12 Colored Short Pencils,False,False,True,True,True,True,False
5445-1,2014-12-10,2014-12-11,Bart Watters,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5446-1,2014-03-02,2014-03-03,Muth Yarre,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5446-1,2015-09-25,2015-09-27,Roy Phan,Alto Perma 3000 Stacking Storage Drawers,False,False,True,True,True,True,False
5446-1,2014-05-08,2014-05-12,Michelle Moray,Artisan Poly Binder Pockets,False,False,True,False,True,True,False
5447-1,2014-12-27,2014-12-29,Todd Boyes,Apex Straight Scissors,False,False,True,True,True,True,False
5448-1,2014-04-04,2014-04-05,Jesus Ocampo,Artisan 48 Labels,False,False,True,True,True,True,False
5449-1,2014-03-28,2014-03-28,Dionis Lloyd,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5449-1,2013-03-23,2013-03-26,Aaron Smayling,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5449-1,2014-02-24,2014-02-26,Pauline Chand,Smiths Pushpins,False,False,True,True,True,True,False
5449-1,2014-03-28,2014-03-28,Dionis Lloyd,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
5450-1,2013-09-03,2013-09-05,Darrin Martin,Alto Memo Cubes,False,False,True,True,True,True,False
5450-1,2014-03-29,2014-03-30,Ralph Knight,"Angle-D Binders with Locking Rings, Label Holders",False,False,True,True,True,True,False
5450-1,2014-04-04,2014-04-05,Jesus Ocampo,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5450-1,2014-09-21,2014-09-22,George Ashbrook,Artisan 479 Labels,False,False,True,True,True,True,False
5450-1,2014-03-19,2014-03-21,Michael Paige,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5450-2,2013-07-05,2013-07-07,Berenike Kampe,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",False,False,True,True,True,True,False
5451-1,2014-03-31,2014-03-31,Roland Murray,"DrawIt Colored Pencils, 48-Color Set",False,False,True,True,True,True,False
5451-1,2014-03-31,2014-03-31,Roland Murray,DrawIt Colored Pencils,False,False,True,True,True,True,False
5451-1,2014-03-31,2014-03-31,Roland Murray,"DrawIt Colored Pencils, 48-Color Set",False,False,True,True,True,True,False
5452-1,2013-06-05,2013-06-05,Deborah Brumfield,Apex Straight Scissors,False,False,True,True,True,True,False
5453-1,2014-04-01,2014-04-02,Anne Pryor,Steady 52201 APSCO Electric Pencil Sharpener,False,False,True,True,True,True,False
5453-1,2014-10-17,2014-10-19,Sam Craven,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
5453-1,2014-07-15,2014-07-15,Muria Zettner,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5454-1,2013-03-30,2013-03-31,Justin Knight,Apex Straight Scissors,False,False,True,True,True,True,False
5455-1,2015-01-14,2015-01-15,Maya Herman,1726 Digital Answering Machine,False,False,True,True,True,True,False
5455-1,2015-03-02,2015-03-04,Grean Thornton,Artisan 474 Labels,False,False,True,True,True,True,False
5456-1,2013-02-16,2013-02-22,Rick Reed,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",False,False,True,True,True,True,False
5456-1,2014-04-04,2014-04-05,Carlos Daly,Barrel Sharpener,False,False,True,True,True,True,False
5456-1,2015-12-28,2016-01-04,Sally Knutson,Artisan Binder Labels,False,False,True,True,True,True,False
5456-1,2013-08-17,2013-08-17,Valerie Dominguez,"Angle-D Binders with Locking Rings, Label Holders",False,False,True,True,True,True,False
5456-1,2013-03-07,2013-03-10,Sean ODonnell,Artisan 479 Labels,False,False,True,True,True,True,False
5457-1,2013-11-23,2013-11-24,Justin Hirsh,"Laser Neon Mac Format Diskettes, 10/Pack",False,False,True,True,True,True,False
5457-1,2014-04-03,2014-04-05,Alex Grayson,Smiths Bulldog Clip,False,False,True,True,True,True,False
5457-1,2015-06-29,2015-07-03,Michelle Huthwaite,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5457-1,2014-04-03,2014-04-02,Tom Stivers,OIC Bulk Pack Metal Binder Clips,True,False,True,True,True,True,False
5457-1,2014-04-03,2014-04-02,Tom Stivers,OIC Bulk Pack Metal Binder Clips,True,False,True,True,False,False,False
5457-1,2014-04-04,2014-04-05,Jesus Ocampo,OIC Bulk Pack Metal Binder Clips,False,False,True,True,True,True,False
5457-1,2014-08-11,2014-08-12,Benjamin Patterson,12 Colored Short Pencils,False,False,True,True,True,True,False
5457-1,2015-09-06,2015-09-07,Roy Collins,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
5457-1,2015-12-06,2015-12-07,Dan Lawera,"OIC Colored Binder Clips, Assorted Sizes",False,False,True,True,True,True,False
5458-1,2014-10-01,2014-10-02,Jamie Kunitz,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
5458-1,2015-06-25,2015-06-27,Denise Monton,Emerson Stylus 1520 Color Inkjet Printer,False,False,True,True,True,True,False
5458-1,2014-02-24,2014-02-26,Pauline Chand,Artisan 474 Labels,False,False,True,True,True,True,False
5458-1,2013-07-27,2013-07-29,Jesus Ocampo,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
5459-1,2014-02-13,2014-12-15,Mike Kennedy,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5459-1,2015-02-18,2015-02-19,Sandra Glassco,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",False,False,True,True,True,True,False
5459-1,2014-07-07,2014-07-08,Thea Hendricks,Artisan 477 Labels,False,False,True,True,True,True,False
5459-1,2014-08-07,2014-08-09,John Lucas,Artisan 478 Labels,False,False,True,True,True,True,False
5459-1,2013-05-19,2013-05-20,Brad Thomas,Artisan Hanging File Binders,False,False,True,True,True,True,False
5459-1,2013-08-20,2013-08-22,Jennifer Patt,Artisan 481 Labels,False,False,True,True,True,True,False
5459-1,2015-05-18,2015-05-25,Lisa DeCherney,Colored Envelopes,False,False,True,True,True,True,False
5459-1,2013-02-18,2013-02-20,Sean Wendt,Artisan 478 Labels,False,False,True,True,True,True,False
5460-1,2013-12-27,2013-12-29,Tony Molinari,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5460-1,2014-04-06,2014-04-11,Steve Chapman,Artisan Hi-Liter Fluorescent Desk Style Markers,False,False,True,True,True,True,False
5460-1,2014-04-07,2014-04-09,Harold Dahlen,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5460-1,2013-10-04,2013-10-05,Carlos Daly,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5460-1,2015-11-01,2015-11-03,Bobby Trafton,Binder Clips by OIC,False,False,True,True,True,True,False
5460-1,2014-07-18,2014-07-25,Julia Dunbar,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
5461-1,2013-05-29,2013-05-29,Eugene Moren,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,False,False,True,True,True,True,False
5462-1,2014-01-24,2014-01-26,Helen Andreada,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5463-1,2013-12-05,2013-12-07,Grobbarah Frawer,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5465-1,2014-01-04,2014-01-05,Saphhira Shifley,PastelOcean Color Pencil Set,False,False,True,True,True,True,False
5465-1,2014-02-23,2014-02-25,Chad McGuire,Artisan Hi-Liter Fluorescent Desk Style Markers,False,False,True,True,True,True,False
5465-1,2015-04-23,2015-04-23,Mike Kennedy,1726 Digital Answering Machine,False,False,True,True,True,True,False
5466-1,2014-10-23,2014-10-26,Dan Campbell,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
5467-1,2016-03-06,2016-03-07,Robert Marley,Binder Posts,False,False,True,False,True,True,False
5467-1,2015-10-31,2015-10-31,Gary Zandusky,Artisan 479 Labels,False,False,True,True,True,True,False
5467-1,2014-04-11,2014-04-12,Brenda Bowman,12 Colored Short Pencils,False,False,True,True,True,True,False
5467-2,2013-07-27,2013-07-29,Jesus Ocampo,EcoTones Memo Sheets,False,False,True,True,True,True,False
5468-1,2013-09-23,2013-09-22,Magdelene Morse,Smiths Pushpins,True,False,True,True,True,True,False
5469-1,2014-03-19,2014-03-21,Michael Paige,TechSavi Internet Navigator Keyboard,False,False,True,True,True,True,False
5469-1,2014-07-24,2014-07-26,Sonia Sunley,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5469-1,2014-02-25,2014-02-26,Dearre Gonne,Artisan 48 Labels,False,False,True,True,True,True,False
5469-1,2013-06-15,2013-06-16,Steve Nguyen,Bagged Rubber Bands,False,False,True,True,True,True,False
5469-1,2014-11-30,2014-12-02,Lena Creighton,Bagged Rubber Bands,False,False,True,True,True,True,False
5470-1,2014-09-17,2014-09-18,Bart Watters,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5470-1,2014-04-17,2014-04-18,Dean Percer,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5470-1,2015-08-14,2015-08-23,Justin Knight,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5470-1,2013-08-09,2013-08-16,Aaron Bergman,Economy Rollaway Files,False,False,True,True,True,True,False
5470-1,2014-02-15,2014-02-16,Brad Thomas,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5470-1,2014-09-22,2014-09-29,Gary Hansen,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5470-1,2013-03-23,2013-03-26,Thais Sissman,Steady Liquid Accent Highlighters,False,False,True,True,True,True,False
5470-1,2015-08-23,2015-08-30,Roynn Steel,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5470-1,2014-02-25,2014-02-26,Peel Thomas,Artisan Hanging File Binders,False,False,True,True,True,True,False
5470-1,2014-04-17,2014-04-19,Greg Guthrie,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5471-1,2014-02-25,2014-02-26,Trady Freenar,Artisan Hanging File Binders,False,False,True,True,True,True,False
5471-1,2014-03-28,2014-03-28,Dionis Lloyd,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5471-1,2014-01-15,2014-01-17,Aleksandra Gannaway,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5471-1,2014-04-03,2014-04-05,Alex Grayson,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5472-1,2014-07-04,2014-07-06,Mike Gockenbach,Artisan Hanging File Binders,False,False,True,True,True,True,False
5472-1,2013-09-04,2013-09-06,Darrin Martin,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",False,False,True,True,True,True,False
5472-1,2013-09-02,2013-09-03,Andrew Allen,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",False,False,True,True,True,True,False
5472-1,2013-12-29,2013-12-30,Ken Plitt,Artisan Hanging File Binders,False,False,True,True,True,True,False
5473-1,2014-09-13,2014-09-17,Christina Vanderzanden,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5473-1,2014-04-07,2014-04-07,Carlos Daly,Cando PC940 Copier,False,False,True,True,True,True,False
5475-1,2017-02-04,2017-02-05,Roland Black,Multimedia Mailers,False,False,True,True,True,True,False
5475-1,2016-04-24,2016-04-26,Shahid Collister,Artisan Hanging File Binders,False,False,True,True,True,True,False
5475-1,2014-05-02,2014-05-03,Vivek Sundaresam,"24 Capacity Maxi Data Binder Racks, Pearl",False,False,True,True,True,True,False
5476-1,2014-12-10,2014-12-11,Bart Watters,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5476-1,2014-05-01,2014-05-02,Joni Murtas,Artisan 487 Labels,False,False,True,True,True,True,False
5476-1,2013-12-23,2013-12-25,Brian Dahlen,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5476-1,2013-03-16,2013-03-20,Christina Vanderzanden,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5476-1,2014-12-04,2014-12-05,Ed Braxton,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5476-1,2013-08-11,2013-08-13,Liz Willingham,Pizazz Colored Pencils,False,False,True,True,True,True,False
5476-1,2014-12-10,2014-12-11,Bart Watters,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5477-1,2014-05-02,2014-05-03,Vivek Sundaresam,Office Shears by Apex,False,False,True,True,True,True,False
5477-1,2014-02-22,2014-02-23,Grant Thornton,Bagged Rubber Bands,False,False,True,True,True,True,False
5477-1,2014-05-02,2014-05-03,Vivek Sundaresam,"OIC Colored Binder Clips, Assorted Sizes",False,False,True,True,True,True,False
5477-1,2014-05-02,2014-05-02,Carlos Meador,"OIC Colored Binder Clips, Assorted Sizes",False,False,True,True,True,True,False
5478-1,2013-06-27,2013-06-29,John Lucas,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,False,False,False
5478-1,2015-07-25,2015-07-26,Annie Thurman,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5478-1,2013-05-24,2013-05-25,Charlotte Melton,Artisan Hanging File Binders,False,False,True,False,True,True,False
5479-1,2014-04-04,2014-04-05,Jesus Ocampo,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5479-1,2013-12-11,2013-12-15,Bill Stewart,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5479-1,2014-05-08,2014-05-12,Michelle Moray,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5479-1,2015-03-03,2015-03-01,Anne McFarland,Artisan Poly Binder Pockets,True,False,True,True,True,True,False
5479-1,2014-10-20,2013-10-21,Tamara Willingham,Artisan Poly Binder Pockets,True,False,True,True,True,True,False
5479-1,2014-03-27,2014-03-28,Brindarte Groys,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5479-1,2013-12-08,2013-12-15,Gary Hwang,Apex Elite Stainless Steel Scissors,False,False,True,True,True,True,False
5479-1,2013-02-25,2013-02-26,Theone Pipen,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5479-1,2013-05-04,2013-05-06,Sibella Parks,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5479-1,2014-05-06,2014-05-08,Tracy Blumstein,Artisan Durable Poly Binders,False,False,True,True,True,True,False
5479-1,2014-09-13,2014-09-17,Christina Vanderzanden,Apex Straight Scissors,False,False,True,True,True,True,False
5479-1,2014-05-06,2014-05-08,Tracy Blumstein,Artisan Hanging File Binders,False,False,True,False,True,True,False
5479-1,2014-05-15,2014-05-16,Eric Barreto,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5479-2,2014-05-06,2014-05-08,Tracy Blumstein,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",False,False,True,True,True,True,False
5479-2,2014-05-06,2014-05-08,Tracy Blumstein,Assorted Color Push Pins,False,False,True,True,True,True,False
5479-2,2014-05-06,2014-05-08,Tracy Blumstein,Assorted Color Push Pins,False,False,True,True,True,True,False
5479-2,2014-05-06,2014-05-08,Tracy Blumstein,Assorted Color Push Pins,False,False,True,True,True,True,False
5479-2,2014-05-06,2014-05-08,Tracy Blumstein,Actisan Binder Labels,False,False,True,True,True,True,False
5479-2,2014-05-06,2014-05-08,Tracy Blumstein,Assorted Color Push Pins,False,False,True,True,True,True,False
5480-1,2013-11-03,2013-11-03,Jeremy Lonsdale,Artisan Hanging File Binders,False,False,True,True,True,True,False
5480-1,2016-10-14,2016-10-25,Lisa DeCherney,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5480-1,2014-07-12,2014-07-14,Raymond Book,Binder Posts,False,False,True,True,True,True,False
5480-1,2016-01-28,2016-01-29,Patrick ODonnell,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
5480-1,2014-03-25,2014-03-26,Perel Freme,Binder Posts,False,False,True,True,True,True,False
5481-1,2014-06-08,2014-06-10,John Lee,TechSavi Internet Navigator Keyboard,False,False,True,True,True,True,False
5481-1,2014-11-18,2014-11-20,Jamie Kunitz,Smiths Colored Interoffice Envelopes,False,False,True,True,True,True,False
5481-1,2014-08-07,2014-08-09,John Lucas,Artisan 474 Labels,False,False,True,True,True,True,False
5481-1,2014-02-25,2014-02-27,Gary Hwang,Binder Posts,False,False,True,True,True,True,False
5481-1,2015-03-22,2015-03-23,Tom Ashbrook,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5484-1,2014-02-28,2014-03-01,Lena Radford,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5485-1,2014-03-12,2014-03-26,Justin Ellison,Economy Binders,False,False,True,True,True,True,False
5485-1,2013-10-04,2013-10-04,Eric Barreto,Alto Perma 3000 Stacking Storage Drawers,False,False,True,True,True,True,False
5485-1,2013-10-28,2013-10-29,Paul Prost,Wirebound Voice Message Log Book,False,False,True,True,True,True,False
5485-1,2014-02-15,2014-02-20,Yana Sorensen,Economy Binders,False,False,True,True,True,True,False
5485-1,2014-06-05,2014-06-07,Pester Thompr,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5486-1,2013-02-22,2013-02-23,Toby Swindell,Artisan Legal 4-Ring Binder,False,False,True,True,True,True,False
5487-1,2014-02-24,2014-02-25,Chad McGuire,Artisan Printable Repositionable Plastic Tabs,False,False,True,True,True,True,False
5487-1,2014-07-27,2014-07-29,Philip Brown,Binder Clips by OIC,False,False,True,True,True,True,False
5490-1,2013-06-24,2013-06-25,Paul Lucas,Smiths Standard Envelopes,False,False,True,True,True,True,False
5490-1,2013-05-29,2013-05-29,Eugene Moren,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5491-1,2013-12-05,2013-12-07,Trudy Brown,Apex Straight Scissors,False,False,True,True,True,False,False
5491-1,2013-09-14,2013-09-17,Jasper Cacioppo,Apex Straight Scissors,False,False,True,True,True,True,False
5491-1,2014-10-02,2014-10-04,Ritsa Hightower,TechSavi Access Keyboard,False,False,True,True,True,True,False
5491-1,2014-02-13,2014-02-13,Steve Nguyen,Artisan 487 Labels,False,False,True,True,True,True,False
5491-1,2014-05-13,2014-05-14,Jennifer Patt,Alto 3-Hole Punch,False,False,True,True,True,True,False
5491-1,2015-03-29,2015-04-01,Mike Kennedy,Artisan Hanging File Binders,False,False,True,True,True,True,False
5491-1,2013-12-16,2013-12-19,Henry Goldwyn,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5491-1,2014-03-12,2014-03-13,Matt Collister,Artisan Hanging File Binders,False,False,True,True,True,True,False
5492-1,2014-04-06,2014-04-11,Steve Chapman,Artisan 487 Labels,False,False,True,True,True,True,False
5493-1,2014-07-04,2014-07-06,Mike Gockenbach,TechSavi Access Keyboard,False,False,True,True,True,True,False
5493-1,2014-02-25,2014-02-27,Gary Hwang,Steady Major Accent Highlighters,False,False,False,True,True,True,False
5493-1,2013-05-20,2013-05-21,Roy Skaria,Aluminum Document Frame,False,False,True,True,True,True,False
5494-1,2013-05-31,2013-05-31,Rick Duston,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5494-1,2015-07-18,2015-07-20,Mike Vittorini,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5495-1,2013-05-24,2013-05-26,Christopher Schild,Smiths File Caddy,False,False,True,True,True,True,False
5495-1,2013-08-28,2013-09-29,Neil French,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5496-1,2013-07-31,2013-08-02,Alex Grayson,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5496-1,2013-06-30,2013-07-04,Mitch Gastineau,Aluminum Document Frame,False,False,True,True,True,True,False
5496-1,2014-04-17,2014-04-09,Mike Kennedy,Brown Kraft Recycled Envelopes,True,False,True,True,True,True,False
5497-1,2013-11-03,2013-11-04,Tom Prescott,Pizazz Colored Pencils,False,False,True,True,True,True,False
5497-1,2015-07-23,2015-07-30,Magdelene Morse,Apex Straight Scissors,False,False,True,True,True,True,False
5497-1,2013-07-24,2013-07-26,Karl Brown,Artisan 478 Labels,False,False,True,True,True,True,False
5497-1,2013-07-15,2013-07-16,Christy Brittain,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",False,False,True,True,True,True,False
5497-1,2013-02-23,2013-02-23,Giulietta Weimer,Artisan 487 Labels,False,False,True,True,True,True,False
5498-1,2014-03-15,2014-03-15,Toby Swindell,Aluminum Document Frame,False,False,True,True,True,True,False
5498-1,2014-05-25,2014-05-28,Pamela Coakley,Cando PC940 Copier,False,False,True,True,True,True,False
5498-1,2014-05-25,2014-05-29,Clytie Kelty,Cando PC940 Copier,False,False,True,True,True,True,False
5498-1,2014-05-25,2014-05-29,Clytie Kelty,Cando PC940 Copier,False,False,True,True,True,True,False
5498-1,2014-05-25,2014-05-29,Clytie Kelty,Cando PC940 Copier,False,False,True,True,True,True,False
5499-1,2013-05-09,2013-05-11,Thea Hudgings,Wirebound Voice Message Log Book,False,False,True,True,True,True,False
5499-1,2013-05-04,2013-05-06,Christopher Schild,Apex Straightt Scissors,False,False,True,True,True,True,False
